section	saleinit	datesold	title	cost	listpric	salepric
Web Design	BLT	11/01/98	Web Design Title  24	$31.96	$39.95	$35.96
Web Design	MJM	11/15/98	Web Design Title  25	$20.97	$29.95	$29.95
Web Design	BLT	11/10/98	Web Design Title  26	$27.97	$39.95	$39.95
Web Design	JMB	11/05/98	Web Design Title  27	$23.07	$32.95	$32.95
Web Design	JMB	11/05/98	Web Design Title  28	$20.97	$29.95	$29.95
Web Design	BLT	11/04/98	Web Design Title  29	$20.97	$29.95	$29.95
Web Design	BLT	11/28/98	Web Design Title  30	$23.07	$32.95	$32.95
Web Design	MJM	11/15/98	Web Design Title  31	$23.07	$32.95	$32.95
Web Design	BLT	11/04/98	Web Design Title  32	$16.07	$22.95	$20.66
Web Design	JMB	11/17/98	Web Design Title  33	$23.07	$32.95	$32.95
Web Design	BLT	11/10/98	Web Design Title  34	$17.47	$24.95	$19.96
Web Design	MJM	11/15/98	Web Design Title  35	$20.27	$28.95	$28.95
Web Design	BLT	11/07/98	Web Design Title  36	$19.96	$24.95	$24.95
Web Design	MJM	11/18/98	Web Design Title  37	$25.17	$35.95	$35.95
Web Design	BLT	11/13/98	Web Design Title  38	$20.27	$28.95	$28.95
Web Design	BLT	11/28/98	Web Design Title  39	$17.47	$24.95	$24.95
Web Design	BLT	11/22/98	Web Design Title  40	$20.97	$29.95	$26.96
Web Design	JMB	11/14/98	Web Design Title  41	$20.27	$28.95	$28.95
Web Design	BLT	11/10/98	Web Design Title  42	$17.47	$24.95	$24.95
Web Design	MJM	11/09/98	Web Design Title  43	$17.47	$24.95	$24.95
Web Design	MJM	11/30/98	Web Design Title  44	$27.97	$39.95	$39.95
Web Design	JMB	11/11/98	Web Design Title  45	$25.17	$35.95	$35.95
Web Design	JMB	11/05/98	Web Design Title  46	$23.07	$32.95	$32.95
Web Design	BLT	11/01/98	Web Design Title  47	$25.17	$35.95	$35.95
Web Design	MJM	11/30/98	Web Design Title  48	$19.96	$24.95	$22.46
Web Design	BLT	11/22/98	Web Design Title  49	$25.17	$35.95	$35.95
Web Design	JMB	11/29/98	Web Design Title  50	$25.17	$35.95	$35.95
Web Design	JMB	11/29/98	Web Design Title  51	$20.97	$29.95	$23.96
Web Design	MJM	11/21/98	Web Design Title  52	$20.27	$28.95	$28.95
Web Design	MJM	11/18/98	Web Design Title  53	$20.27	$28.95	$28.95
Web Design	JMB	11/14/98	Web Design Title  54	$20.27	$28.95	$28.95
Web Design	MJM	11/09/98	Web Design Title  55	$20.27	$28.95	$28.95
Web Design	BLT	11/12/98	Web Design Title  56	$23.07	$32.95	$29.66
Web Design	JMB	11/26/98	Web Design Title  57	$29.37	$41.95	$41.95
Web Design	BLT	11/12/98	Web Design Title  58	$25.17	$35.95	$35.95
Web Design	BLT	11/04/98	Web Design Title  59	$20.97	$29.95	$29.95
Web Design	BLT	11/12/98	Web Design Title  60	$31.96	$39.95	$39.95
Web Design	MJM	11/30/98	Web Design Title  61	$23.07	$32.95	$32.95
Web Design	JMB	11/23/98	Web Design Title  62	$23.07	$32.95	$32.95
Web Design	JMB	11/14/98	Web Design Title  63	$16.07	$22.95	$22.95
Web Design	BLT	11/19/98	Web Design Title  64	$20.97	$29.95	$26.96
Web Design	MJM	11/27/98	Web Design Title  65	$20.27	$28.95	$28.95
Web Design	BLT	11/12/98	Web Design Title  66	$25.17	$35.95	$35.95
Web Design	BLT	11/07/98	Web Design Title  67	$25.17	$35.95	$35.95
Web Design	JMB	11/26/98	Web Design Title  68	$20.97	$29.95	$23.96
Web Design	JMB	11/29/98	Web Design Title  69	$27.97	$39.95	$39.95
Web Design	JMB	11/23/98	Web Design Title  70	$23.07	$32.95	$32.95
Web Design	BLT	11/25/98	Web Design Title  71	$25.17	$35.95	$35.95
Web Design	BLT	11/07/98	Web Design Title  72	$26.36	$32.95	$29.66
Web Design	JMB	11/20/98	Web Design Title  73	$13.97	$19.95	$19.95
Web Design	MJM	11/18/98	Web Design Title  74	$17.47	$24.95	$24.95
Web Design	BLT	11/22/98	Web Design Title  75	$20.97	$29.95	$29.95
Web Design	MJM	11/15/98	Web Design Title  76	$20.97	$29.95	$29.95
Web Design	JMB	11/23/98	Web Design Title  77	$23.07	$32.95	$32.95
Web Design	JMB	11/11/98	Web Design Title  78	$20.97	$29.95	$29.95
Web Design	MJM	11/27/98	Web Design Title  79	$17.47	$24.95	$24.95
Web Design	JMB	11/08/98	Web Design Title  80	$20.97	$29.95	$26.96
Web Design	MJM	11/30/98	Web Design Title  81	$20.27	$28.95	$28.95
Web Design	BLT	11/13/98	Web Design Title  82	$20.27	$28.95	$28.95
Web Design	MJM	11/21/98	Web Design Title  83	$13.97	$19.95	$19.95
Web Design	BLT	11/16/98	Web Design Title  84	$26.36	$32.95	$32.95
Web Design	JMB	11/05/98	Web Design Title  85	$20.97	$29.95	$23.96
Web Design	MJM	11/15/98	Web Design Title  86	$23.07	$32.95	$32.95
Web Design	JMB	11/26/98	Web Design Title  87	$25.17	$35.95	$35.95
Web Design	BLT	11/07/98	Web Design Title  88	$23.07	$32.95	$29.66
Web Design	MJM	11/27/98	Web Design Title  89	$17.47	$24.95	$24.95
Web Design	BLT	11/12/98	Web Design Title  90	$17.47	$24.95	$24.95
Web Design	BLT	11/13/98	Web Design Title  91	$25.17	$35.95	$35.95
Web Design	BLT	11/16/98	Web Design Title  92	$23.07	$32.95	$32.95
Web Design	JMB	11/26/98	Web Design Title  93	$20.97	$29.95	$29.95
Web Design	JMB	11/17/98	Web Design Title  94	$20.97	$29.95	$29.95
Web Design	JMB	11/14/98	Web Design Title  95	$20.97	$29.95	$29.95
Web Design	JMB	11/23/98	Web Design Title  96	$19.96	$24.95	$22.46
Web Design	BLT	11/13/98	Web Design Title  97	$25.17	$35.95	$35.95
Web Design	BLT	11/04/98	Web Design Title  98	$17.47	$24.95	$24.95
Web Design	BLT	11/01/98	Web Design Title  99	$23.07	$32.95	$32.95
Web Design	JMB	11/08/98	Web Design Title 100	$16.07	$22.95	$22.95
Web Design	BLT	11/07/98	Web Design Title 101	$11.17	$15.95	$15.95
Web Design	MJM	11/27/98	Web Design Title 102	$23.07	$32.95	$26.36
Web Design	MJM	11/18/98	Web Design Title 103	$20.27	$28.95	$28.95
Web Design	JMB	11/17/98	Web Design Title 104	$23.07	$32.95	$29.66
Web Design	BLT	11/01/98	Web Design Title 105	$25.17	$35.95	$35.95
Web Design	BLT	11/16/98	Web Design Title 106	$17.47	$24.95	$24.95
Web Design	BLT	11/07/98	Web Design Title 107	$17.47	$24.95	$24.95
Web Design	MJM	11/18/98	Web Design Title 108	$18.36	$22.95	$22.95
Web Design	BLT	11/07/98	Web Design Title 109	$20.97	$29.95	$29.95
Web Design	BLT	11/22/98	Web Design Title 110	$25.17	$35.95	$35.95
Web Design	JMB	11/14/98	Web Design Title 111	$30.07	$42.95	$42.95
Web Design	MJM	11/06/98	Web Design Title 112	$25.17	$35.95	$32.36
Web Design	MJM	11/15/98	Web Design Title 113	$13.97	$19.95	$19.95
Web Design	MJM	11/30/98	Web Design Title 114	$23.07	$32.95	$32.95
Web Design	BLT	11/19/98	Web Design Title 115	$25.17	$35.95	$35.95
Web Design	MJM	11/18/98	Web Design Title 116	$23.07	$32.95	$32.95
Web Design	BLT	11/04/98	Web Design Title 117	$23.07	$32.95	$32.95
Web Design	JMB	11/08/98	Web Design Title 118	$29.37	$41.95	$41.95
Web Design	BLT	11/24/98	Web Design Title 119	$20.97	$29.95	$23.96
Web Design	BLT	11/04/98	Web Design Title 120	$23.96	$29.95	$26.96
Web Design	MJM	11/06/98	Web Design Title 121	$25.17	$35.95	$35.95
Web Design	MJM	11/30/98	Web Design Title 122	$25.17	$35.95	$35.95
Web Design	BLT	11/25/98	Web Design Title 123	$23.07	$32.95	$32.95
Web Design	MJM	11/03/98	Web Design Title 124	$17.47	$24.95	$24.95
Web Design	JMB	11/02/98	Web Design Title 125	$25.17	$35.95	$35.95
Web Design	JMB	11/26/98	Web Design Title 126	$17.47	$24.95	$24.95
Web Design	JMB	11/02/98	Web Design Title 127	$20.27	$28.95	$28.95
Web Design	JMB	11/05/98	Web Design Title 128	$23.07	$32.95	$29.66
Web Design	BLT	11/13/98	Web Design Title 129	$17.47	$24.95	$24.95
Web Design	JMB	11/29/98	Web Design Title 130	$29.37	$41.95	$41.95
Web Design	BLT	11/25/98	Web Design Title 131	$25.17	$35.95	$35.95
Web Design	BLT	11/24/98	Web Design Title 132	$23.16	$28.95	$28.95
Web Design	JMB	11/29/98	Web Design Title 133	$25.17	$35.95	$35.95
Web Design	BLT	11/07/98	Web Design Title 134	$20.27	$28.95	$28.95
Web Design	JMB	11/20/98	Web Design Title 135	$13.97	$19.95	$19.95
Web Design	JMB	11/02/98	Web Design Title 136	$25.17	$35.95	$32.36
Web Design	MJM	11/21/98	Web Design Title 137	$16.07	$22.95	$22.95
Web Design	JMB	11/08/98	Web Design Title 138	$29.37	$41.95	$41.95
Web Design	MJM	11/21/98	Web Design Title 139	$30.07	$42.95	$42.95
Web Design	MJM	11/09/98	Web Design Title 140	$20.97	$29.95	$29.95
Web Design	BLT	11/12/98	Web Design Title 141	$20.97	$29.95	$29.95
Web Design	BLT	11/07/98	Web Design Title 142	$13.27	$18.95	$18.95
Web Design	JMB	11/20/98	Web Design Title 143	$20.97	$29.95	$29.95
Web Design	BLT	11/01/98	Web Design Title 144	$23.16	$28.95	$26.06
Web Design	BLT	11/07/98	Web Design Title 145	$20.97	$29.95	$29.95
Web Design	JMB	11/20/98	Web Design Title 146	$23.07	$32.95	$32.95
Web Design	JMB	11/08/98	Web Design Title 147	$17.47	$24.95	$24.95
Web Design	MJM	11/06/98	Web Design Title 148	$25.17	$35.95	$35.95
Web Design	MJM	11/27/98	Web Design Title 149	$13.27	$18.95	$18.95
Web Design	BLT	11/07/98	Web Design Title 150	$20.27	$28.95	$28.95
Web Design	MJM	11/09/98	Web Design Title 151	$23.07	$32.95	$32.95
Web Design	JMB	11/29/98	Web Design Title 152	$17.47	$24.95	$22.46
Web Design	JMB	11/26/98	Web Design Title 153	$25.17	$35.95	$28.76
Web Design	BLT	11/13/98	Web Design Title 154	$20.27	$28.95	$28.95
Web Design	BLT	11/16/98	Web Design Title 155	$20.97	$29.95	$29.95
Web Design	BLT	11/19/98	Web Design Title 156	$15.96	$19.95	$19.95
Web Design	JMB	11/08/98	Web Design Title 157	$20.27	$28.95	$28.95
Web Design	MJM	11/15/98	Web Design Title 158	$20.97	$29.95	$29.95
Web Design	MJM	11/06/98	Web Design Title 159	$23.07	$32.95	$32.95
Web Design	JMB	11/29/98	Web Design Title 160	$20.97	$29.95	$26.96
Web Design	JMB	11/05/98	Web Design Title 161	$20.97	$29.95	$29.95
Web Design	JMB	11/11/98	Web Design Title 162	$30.07	$42.95	$42.95
Web Design	JMB	11/14/98	Web Design Title 163	$25.17	$35.95	$35.95
Web Design	BLT	11/19/98	Web Design Title 164	$25.17	$35.95	$35.95
Web Design	MJM	11/03/98	Web Design Title 165	$17.47	$24.95	$24.95
Web Design	BLT	11/04/98	Web Design Title 166	$27.97	$39.95	$39.95
Web Design	JMB	11/17/98	Web Design Title 167	$25.17	$35.95	$35.95
Web Design	BLT	11/12/98	Web Design Title 168	$23.16	$28.95	$26.06
Web Design	BLT	11/13/98	Web Design Title 169	$20.97	$29.95	$29.95
Web Design	BLT	11/19/98	Web Design Title 170	$23.07	$32.95	$26.36
Internet	JMB	12/23/98	Internet Title   1	$23.07	$32.95	$32.95
Internet	JMB	12/26/98	Internet Title   2	$27.97	$39.95	$39.95
Internet	BLT	12/19/98	Internet Title   3	$20.97	$29.95	$29.95
Internet	BLT	12/01/98	Internet Title   4	$13.97	$19.95	$19.95
Internet	MJM	12/18/98	Internet Title   5	$25.17	$35.95	$35.95
Internet	BLT	12/07/98	Internet Title   6	$16.07	$22.95	$22.95
Internet	BLT	12/25/98	Internet Title   7	$16.07	$22.95	$22.95
Internet	MJM	12/18/98	Internet Title   8	$23.07	$32.95	$29.66
Internet	BLT	12/25/98	Internet Title   9	$30.07	$42.95	$42.95
Internet	MJM	12/30/98	Internet Title  10	$20.97	$29.95	$29.95
Internet	BLT	12/31/98	Internet Title  11	$17.47	$24.95	$24.95
Internet	JMB	12/20/98	Internet Title  12	$23.96	$29.95	$29.95
Internet	MJM	12/18/98	Internet Title  13	$16.07	$22.95	$22.95
Internet	MJM	12/03/98	Internet Title  14	$20.27	$28.95	$28.95
Internet	BLT	12/07/98	Internet Title  15	$20.97	$29.95	$29.95
Internet	BLT	12/24/98	Internet Title  16	$17.47	$24.95	$22.46
Internet	MJM	12/03/98	Internet Title  17	$23.07	$32.95	$26.36
Internet	MJM	12/27/98	Internet Title  18	$25.17	$35.95	$35.95
Internet	MJM	12/03/98	Internet Title  19	$20.97	$29.95	$29.95
Internet	BLT	12/12/98	Internet Title  20	$23.07	$32.95	$32.95
Internet	JMB	12/29/98	Internet Title  21	$20.97	$29.95	$29.95
Internet	BLT	12/07/98	Internet Title  22	$17.47	$24.95	$24.95
Internet	MJM	12/06/98	Internet Title  23	$25.17	$35.95	$35.95
Internet	JMB	12/17/98	Internet Title  24	$28.76	$35.95	$32.36
Internet	BLT	12/12/98	Internet Title  25	$27.97	$39.95	$39.95
Internet	JMB	12/17/98	Internet Title  26	$20.97	$29.95	$29.95
Internet	BLT	12/04/98	Internet Title  27	$17.47	$24.95	$24.95
Internet	JMB	12/20/98	Internet Title  28	$25.17	$35.95	$35.95
Internet	JMB	12/17/98	Internet Title  29	$20.97	$29.95	$29.95
Internet	JMB	12/05/98	Internet Title  30	$17.47	$24.95	$24.95
Internet	JMB	12/29/98	Internet Title  31	$13.97	$19.95	$19.95
Internet	JMB	12/02/98	Internet Title  32	$20.97	$29.95	$26.96
Internet	MJM	12/03/98	Internet Title  33	$20.27	$28.95	$28.95
Internet	JMB	12/20/98	Internet Title  34	$20.97	$29.95	$23.96
Internet	MJM	12/15/98	Internet Title  35	$13.27	$18.95	$18.95
Internet	BLT	12/19/98	Internet Title  36	$23.96	$29.95	$29.95
Internet	BLT	12/25/98	Internet Title  37	$27.97	$39.95	$39.95
Internet	BLT	12/12/98	Internet Title  38	$20.27	$28.95	$28.95
Internet	MJM	12/06/98	Internet Title  39	$20.27	$28.95	$28.95
Internet	BLT	12/22/98	Internet Title  40	$17.47	$24.95	$22.46
Internet	BLT	12/28/98	Internet Title  41	$20.97	$29.95	$29.95
Internet	BLT	12/28/98	Internet Title  42	$30.07	$42.95	$42.95
Internet	JMB	12/17/98	Internet Title  43	$16.07	$22.95	$22.95
Internet	BLT	12/07/98	Internet Title  44	$23.07	$32.95	$32.95
Internet	JMB	12/20/98	Internet Title  45	$23.07	$32.95	$32.95
Internet	BLT	12/28/98	Internet Title  46	$20.27	$28.95	$28.95
Internet	JMB	12/20/98	Internet Title  47	$16.07	$22.95	$22.95
Internet	MJM	12/09/98	Internet Title  48	$26.36	$32.95	$29.66
Internet	MJM	12/03/98	Internet Title  49	$20.97	$29.95	$29.95
Internet	JMB	12/05/98	Internet Title  50	$20.97	$29.95	$29.95
Internet	BLT	12/22/98	Internet Title  51	$20.27	$28.95	$23.16
Internet	BLT	12/19/98	Internet Title  52	$23.07	$32.95	$32.95
Internet	BLT	12/07/98	Internet Title  53	$27.97	$39.95	$39.95
Internet	JMB	12/14/98	Internet Title  54	$27.97	$39.95	$39.95
Internet	JMB	12/17/98	Internet Title  55	$23.07	$32.95	$32.95
Internet	JMB	12/11/98	Internet Title  56	$20.97	$29.95	$26.96
Internet	BLT	12/04/98	Internet Title  57	$13.27	$18.95	$18.95
Internet	BLT	12/13/98	Internet Title  58	$20.97	$29.95	$29.95
Internet	BLT	12/07/98	Internet Title  59	$27.97	$39.95	$39.95
Internet	BLT	12/07/98	Internet Title  60	$23.96	$29.95	$29.95
Internet	JMB	12/17/98	Internet Title  61	$23.07	$32.95	$32.95
Internet	MJM	12/30/98	Internet Title  62	$23.07	$32.95	$32.95
Internet	BLT	12/22/98	Internet Title  63	$17.47	$24.95	$24.95
Internet	MJM	12/18/98	Internet Title  64	$13.97	$19.95	$17.96
Internet	BLT	12/13/98	Internet Title  65	$20.27	$28.95	$28.95
Internet	MJM	12/06/98	Internet Title  66	$23.07	$32.95	$32.95
Internet	BLT	12/07/98	Internet Title  67	$27.97	$39.95	$39.95
Internet	JMB	12/23/98	Internet Title  68	$17.47	$24.95	$19.96
Internet	BLT	12/13/98	Internet Title  69	$20.97	$29.95	$29.95
Internet	MJM	12/30/98	Internet Title  70	$13.97	$19.95	$19.95
Internet	BLT	12/19/98	Internet Title  71	$20.27	$28.95	$28.95
Internet	BLT	12/31/98	Internet Title  72	$23.16	$28.95	$26.06
Internet	BLT	12/10/98	Internet Title  73	$20.97	$29.95	$29.95
Internet	MJM	12/18/98	Internet Title  74	$25.17	$35.95	$35.95
Internet	JMB	12/05/98	Internet Title  75	$25.17	$35.95	$35.95
Internet	MJM	12/18/98	Internet Title  76	$23.07	$32.95	$32.95
Internet	JMB	12/20/98	Internet Title  77	$20.97	$29.95	$29.95
Internet	BLT	12/24/98	Internet Title  78	$27.97	$39.95	$39.95
Internet	JMB	12/05/98	Internet Title  79	$20.97	$29.95	$29.95
Internet	BLT	12/16/98	Internet Title  80	$16.07	$22.95	$20.66
Internet	JMB	12/05/98	Internet Title  81	$20.27	$28.95	$28.95
Internet	JMB	12/29/98	Internet Title  82	$13.27	$18.95	$18.95
Internet	MJM	12/06/98	Internet Title  83	$25.17	$35.95	$35.95
Internet	MJM	12/15/98	Internet Title  84	$61.56	$76.95	$76.95
Internet	JMB	12/11/98	Internet Title  85	$25.17	$35.95	$28.76
Internet	MJM	12/27/98	Internet Title  86	$23.07	$32.95	$32.95
Internet	BLT	12/28/98	Internet Title  87	$20.27	$28.95	$28.95
Internet	MJM	12/27/98	Internet Title  88	$17.47	$24.95	$22.46
Internet	JMB	12/23/98	Internet Title  89	$25.17	$35.95	$35.95
Internet	MJM	12/30/98	Internet Title  90	$20.27	$28.95	$28.95
Internet	BLT	12/28/98	Internet Title  91	$20.27	$28.95	$28.95
Internet	BLT	12/12/98	Internet Title  92	$27.97	$39.95	$39.95
Internet	BLT	12/13/98	Internet Title  93	$17.47	$24.95	$24.95
Internet	JMB	12/17/98	Internet Title  94	$25.17	$35.95	$35.95
Internet	JMB	12/11/98	Internet Title  95	$17.47	$24.95	$24.95
Internet	JMB	12/26/98	Internet Title  96	$31.96	$39.95	$35.96
Internet	BLT	12/19/98	Internet Title  97	$20.97	$29.95	$29.95
Internet	JMB	12/20/98	Internet Title  98	$17.47	$24.95	$24.95
Internet	BLT	12/07/98	Internet Title  99	$20.97	$29.95	$29.95
Internet	JMB	12/05/98	Internet Title 100	$25.17	$35.95	$35.95
Internet	MJM	12/18/98	Internet Title 101	$20.97	$29.95	$29.95
Internet	JMB	12/23/98	Internet Title 102	$27.97	$39.95	$31.96
Internet	MJM	12/27/98	Internet Title 103	$17.47	$24.95	$24.95
Internet	BLT	12/04/98	Internet Title 104	$20.97	$29.95	$26.96
Internet	JMB	12/20/98	Internet Title 105	$20.97	$29.95	$29.95
Internet	MJM	12/03/98	Internet Title 106	$27.97	$39.95	$39.95
Internet	JMB	12/14/98	Internet Title 107	$27.97	$39.95	$39.95
Internet	BLT	12/10/98	Internet Title 108	$34.36	$42.95	$42.95
Internet	JMB	12/17/98	Internet Title 109	$11.17	$15.95	$15.95
Internet	MJM	12/15/98	Internet Title 110	$17.47	$24.95	$24.95
Internet	MJM	12/18/98	Internet Title 111	$20.97	$29.95	$29.95
Internet	JMB	12/29/98	Internet Title 112	$20.97	$29.95	$26.96
Internet	JMB	12/02/98	Internet Title 113	$20.97	$29.95	$29.95
Internet	BLT	12/10/98	Internet Title 114	$20.27	$28.95	$28.95
Internet	JMB	12/08/98	Internet Title 115	$17.47	$24.95	$24.95
Internet	BLT	12/07/98	Internet Title 116	$25.17	$35.95	$35.95
Internet	BLT	12/10/98	Internet Title 117	$20.97	$29.95	$29.95
Internet	BLT	12/24/98	Internet Title 118	$17.47	$24.95	$24.95
Internet	JMB	12/17/98	Internet Title 119	$17.47	$24.95	$19.96
Internet	MJM	12/30/98	Internet Title 120	$26.36	$32.95	$29.66
Internet	JMB	12/29/98	Internet Title 121	$23.07	$32.95	$32.95
Internet	BLT	12/16/98	Internet Title 122	$20.97	$29.95	$29.95
Internet	JMB	12/26/98	Internet Title 123	$20.97	$29.95	$29.95
Internet	BLT	12/24/98	Internet Title 124	$20.27	$28.95	$28.95
Internet	JMB	12/05/98	Internet Title 125	$20.27	$28.95	$28.95
Internet	MJM	12/27/98	Internet Title 126	$20.97	$29.95	$29.95
Internet	BLT	12/13/98	Internet Title 127	$20.97	$29.95	$29.95
Internet	JMB	12/29/98	Internet Title 128	$20.97	$29.95	$26.96
Internet	JMB	12/26/98	Internet Title 129	$25.17	$35.95	$35.95
Internet	BLT	12/07/98	Internet Title 130	$25.17	$35.95	$35.95
Internet	MJM	12/09/98	Internet Title 131	$27.97	$39.95	$39.95
Internet	MJM	12/03/98	Internet Title 132	$23.96	$29.95	$29.95
Internet	MJM	12/06/98	Internet Title 133	$17.47	$24.95	$24.95
Internet	JMB	12/26/98	Internet Title 134	$23.07	$32.95	$32.95
Internet	BLT	12/25/98	Internet Title 135	$16.07	$22.95	$22.95
Internet	JMB	12/02/98	Internet Title 136	$20.97	$29.95	$26.96
Internet	BLT	12/01/98	Internet Title 137	$23.07	$32.95	$32.95
Internet	JMB	12/05/98	Internet Title 138	$20.97	$29.95	$29.95
Internet	MJM	12/09/98	Internet Title 139	$20.97	$29.95	$29.95
Internet	BLT	12/19/98	Internet Title 140	$23.07	$32.95	$32.95
Internet	JMB	12/26/98	Internet Title 141	$23.07	$32.95	$32.95
Internet	BLT	12/31/98	Internet Title 142	$27.97	$39.95	$39.95
Internet	JMB	12/11/98	Internet Title 143	$16.07	$22.95	$22.95
Internet	JMB	12/23/98	Internet Title 144	$23.96	$29.95	$26.96
Internet	JMB	12/14/98	Internet Title 145	$23.07	$32.95	$32.95
Internet	BLT	12/07/98	Internet Title 146	$23.07	$32.95	$32.95
Internet	MJM	12/09/98	Internet Title 147	$29.37	$41.95	$41.95
Internet	JMB	12/05/98	Internet Title 148	$25.17	$35.95	$35.95
Internet	BLT	12/04/98	Internet Title 149	$20.27	$28.95	$28.95
Internet	BLT	12/01/98	Internet Title 150	$23.07	$32.95	$32.95
Internet	JMB	12/26/98	Internet Title 151	$25.17	$35.95	$35.95
Internet	BLT	12/04/98	Internet Title 152	$20.97	$29.95	$26.96
Internet	JMB	12/23/98	Internet Title 153	$25.17	$35.95	$28.76
Internet	BLT	12/04/98	Internet Title 154	$20.97	$29.95	$29.95
Internet	BLT	12/04/98	Internet Title 155	$20.27	$28.95	$28.95
Internet	BLT	12/22/98	Internet Title 156	$23.16	$28.95	$28.95
Internet	BLT	12/25/98	Internet Title 157	$25.17	$35.95	$35.95
Internet	BLT	12/10/98	Internet Title 158	$27.97	$39.95	$39.95
Internet	BLT	12/22/98	Internet Title 159	$30.07	$42.95	$42.95
Internet	MJM	12/15/98	Internet Title 160	$20.97	$29.95	$26.96
Internet	JMB	12/29/98	Internet Title 161	$23.07	$32.95	$32.95
Internet	JMB	12/26/98	Internet Title 162	$20.97	$29.95	$29.95
Internet	MJM	12/09/98	Internet Title 163	$23.07	$32.95	$32.95
Internet	JMB	12/14/98	Internet Title 164	$20.97	$29.95	$29.95
Internet	BLT	12/25/98	Internet Title 165	$27.97	$39.95	$39.95
Internet	JMB	12/17/98	Internet Title 166	$17.47	$24.95	$24.95
Internet	MJM	12/27/98	Internet Title 167	$20.97	$29.95	$29.95
Internet	MJM	12/30/98	Internet Title 168	$26.36	$32.95	$29.66
Internet	JMB	12/26/98	Internet Title 169	$25.17	$35.95	$35.95
Internet	BLT	12/13/98	Internet Title 170	$17.47	$24.95	$19.96
Internet	MJM	12/06/98	Internet Title 171	$27.97	$39.95	$39.95
Internet	JMB	12/14/98	Internet Title 172	$23.07	$32.95	$32.95
Internet	BLT	12/13/98	Internet Title 173	$13.27	$18.95	$18.95
Internet	BLT	12/13/98	Internet Title 174	$30.07	$42.95	$42.95
Internet	JMB	12/29/98	Internet Title 175	$17.47	$24.95	$24.95
Internet	MJM	12/09/98	Internet Title 176	$23.07	$32.95	$29.66
Internet	BLT	12/25/98	Internet Title 177	$17.47	$24.95	$24.95
Internet	JMB	12/20/98	Internet Title 178	$20.97	$29.95	$29.95
Internet	JMB	12/17/98	Internet Title 179	$16.07	$22.95	$22.95
Internet	MJM	12/09/98	Internet Title 180	$19.96	$24.95	$24.95
Internet	MJM	12/18/98	Internet Title 181	$23.07	$32.95	$32.95
Internet	MJM	12/15/98	Internet Title 182	$20.27	$28.95	$28.95
Internet	MJM	12/03/98	Internet Title 183	$25.17	$35.95	$35.95
Internet	MJM	12/03/98	Internet Title 184	$25.17	$35.95	$32.36
Internet	BLT	12/22/98	Internet Title 185	$23.07	$32.95	$32.95
Internet	JMB	12/11/98	Internet Title 186	$20.27	$28.95	$28.95
Internet	BLT	12/24/98	Internet Title 187	$23.07	$32.95	$26.36
Internet	MJM	12/18/98	Internet Title 188	$13.27	$18.95	$18.95
Internet	JMB	12/23/98	Internet Title 189	$53.87	$76.95	$76.95
Internet	JMB	12/14/98	Internet Title 190	$23.07	$32.95	$32.95
Networks and Communication	BLT	12/28/98	Networks and Communication Title   1	$17.47	$24.95	$24.95
Networks and Communication	JMB	12/20/98	Networks and Communication Title   2	$20.27	$28.95	$28.95
Networks and Communication	BLT	12/19/98	Networks and Communication Title   3	$25.17	$35.95	$35.95
Networks and Communication	JMB	12/23/98	Networks and Communication Title   4	$20.97	$29.95	$29.95
Networks and Communication	BLT	12/16/98	Networks and Communication Title   5	$17.47	$24.95	$24.95
Networks and Communication	MJM	12/09/98	Networks and Communication Title   6	$23.07	$32.95	$32.95
Networks and Communication	BLT	12/24/98	Networks and Communication Title   7	$17.47	$24.95	$24.95
Networks and Communication	JMB	12/23/98	Networks and Communication Title   8	$20.97	$29.95	$26.96
Networks and Communication	JMB	12/23/98	Networks and Communication Title   9	$25.17	$35.95	$35.95
Networks and Communication	BLT	12/25/98	Networks and Communication Title  10	$20.97	$29.95	$29.95
Networks and Communication	JMB	12/29/98	Networks and Communication Title  11	$20.97	$29.95	$29.95
Networks and Communication	BLT	12/16/98	Networks and Communication Title  12	$23.16	$28.95	$28.95
Networks and Communication	BLT	12/13/98	Networks and Communication Title  13	$20.97	$29.95	$29.95
Networks and Communication	BLT	12/10/98	Networks and Communication Title  14	$20.27	$28.95	$28.95
Networks and Communication	MJM	12/21/98	Networks and Communication Title  15	$20.97	$29.95	$29.95
Networks and Communication	BLT	12/07/98	Networks and Communication Title  16	$25.17	$35.95	$32.36
Networks and Communication	BLT	12/13/98	Networks and Communication Title  17	$20.27	$28.95	$23.16
Networks and Communication	BLT	12/04/98	Networks and Communication Title  18	$16.07	$22.95	$22.95
Networks and Communication	BLT	12/16/98	Networks and Communication Title  19	$20.97	$29.95	$29.95
Networks and Communication	JMB	12/11/98	Networks and Communication Title  20	$16.07	$22.95	$22.95
Networks and Communication	JMB	12/17/98	Networks and Communication Title  21	$20.97	$29.95	$29.95
Networks and Communication	JMB	12/02/98	Networks and Communication Title  22	$23.07	$32.95	$32.95
Networks and Communication	BLT	12/01/98	Networks and Communication Title  23	$25.17	$35.95	$35.95
Networks and Communication	JMB	12/23/98	Networks and Communication Title  24	$23.96	$29.95	$26.96
Networks and Communication	JMB	12/29/98	Networks and Communication Title  25	$20.97	$29.95	$29.95
Networks and Communication	BLT	12/13/98	Networks and Communication Title  26	$20.97	$29.95	$29.95
